strategy,γ,EA_sim,EA_real,ΔEA,Err_EA_real,EB_sim,EB_real,ΔEB,Err_EB_real,Mis_sim,Mis_real,ΔMis,Err_Mis_real,Var_P00,Var_P01,Var_P10,Var_P11,Time_real_s
H,0.0,1.28955078125,1.2323431199596775,0.05720766129032251,0.006406751653889689,1.25927734375,1.2746660786290323,-0.015388734879032251,0.006970256803154775,0.490234375,0.4985981602822581,-0.008363785282258118,0.0026475097261732393,8.349982641076528e-05,0.00012325984175487234,9.402869850076655e-05,0.00013023550792406964,11.113409757614136
H,0.10471975511965977,1.3798828125,1.3662266885080645,0.013656123991935498,0.005982671618970588,1.37158203125,1.3690933719758065,0.0024886592741935054,0.006384766530321399,0.44970703125,0.4529359879032258,-0.003228956653225812,0.0019928438665253257,7.58642791419901e-05,5.1922439247049325e-05,7.119178771972657e-05,0.00010669615960890245,12.228336572647095
H,0.20943951023931953,1.55859375,1.4242376512096775,0.1343560987903225,0.0064729144055717825,1.53955078125,1.3959803427419355,0.1435704385080645,0.005578322780973525,0.38037109375,0.43595640120967744,-0.055585307459677435,0.0025152671627295506,0.0001204788043934812,0.00010919314558788009,8.693049030919229e-05,5.363700210407215e-05,10.981299877166748
H,0.3141592653589793,1.59326171875,1.576817666330645,0.016444052419354982,0.006786523088555124,1.60986328125,1.5805506552419355,0.029312626008064502,0.006324764938362881,0.359375,0.3685263356854839,-0.009151335685483875,0.0021297630679101014,0.0001213776168002877,6.354444770402805e-05,7.706816478442119e-05,8.384130334341401e-05,11.15802788734436
H,0.41887902047863906,1.71435546875,1.7043220766129035,0.01003339213709653,0.00686853043967161,1.7353515625,1.7037235383064515,0.03162802419354849,0.007467723299886192,0.31005859375,0.318390877016129,-0.008332283266129004,0.001829107358088473,9.611088742492022e-05,3.744350966586861e-05,6.627113588394657e-05,0.00014937000889931953,11.407798528671265
H,0.5235987755982988,1.85888671875,1.7251449092741935,0.1337418094758065,0.006869187799993479,1.85693359375,1.7711063508064517,0.08582724294354827,0.0069389724828815575,0.2568359375,0.30074974798387094,-0.04391381048387094,0.0024145701139479496,0.00011068159534085182,8.889013721096901e-05,9.184447667931998e-05,0.00011665590347782259,11.449908256530762
H,0.6283185307179586,1.99169921875,1.565949470766129,0.425749747983871,0.006959650242881144,1.98046875,1.6394594254032258,0.34100932459677424,0.0074485205374222605,0.20556640625,0.358918220766129,-0.153351814516129,0.0022487747550027364,0.00010206571189306114,3.884941019037719e-05,0.00011791721467048892,0.00014573681739068803,12.311989307403564
H,0.7330382858376183,2.080078125,2.002252394153226,0.07782573084677402,0.007621305013002676,2.09716796875,1.963930191532258,0.133237777217742,0.00765965870190893,0.16455078125,0.20676348286290325,-0.04221270161290325,0.0018621706584736615,0.00013739062893775201,5.68205310452369e-05,5.067753535445019e-05,0.00014102433317451072,11.437114953994751
H,0.8377580409572781,2.16455078125,2.128150201612903,0.036400579637096975,0.006742626165208688,2.19580078125,2.0991053427419355,0.0966954385080645,0.006756703915602926,0.1279296875,0.15454889112903225,-0.02661920362903225,0.00150894876478616,0.00010804924913631974,4.099825377105385e-05,2.9586463846186152e-05,0.00010922749837239583,12.934894561767578
H,0.9424777960769379,2.26416015625,2.180144279233871,0.084015877016129,0.007703248923835512,2.26708984375,2.2061964465725805,0.060893397177419484,0.007877081075300158,0.09375,0.12273185483870967,-0.028981854838709672,0.0013027140677191725,0.00013633645990843418,3.0318639611685146e-05,2.2290342597551248e-05,0.00015312830607096354,11.734078884124756
H,1.0471975511965976,2.35595703125,2.2862115675403225,0.06974546370967749,0.004487812052771748,2.353515625,2.2733902469758065,0.0801253780241935,0.004911250865155499,0.05810546875,0.08807963709677419,-0.029974168346774188,0.0009594161271735884,4.04347655593708e-05,1.581150998351394e-05,1.2723348473989842e-05,6.511031940419183e-05,11.49843168258667
H,1.1519173063162573,2.4140625,2.2506615423387095,0.16340095766129048,0.007146937827103336,2.400390625,2.236170614919355,0.16422001008064502,0.006313286192214725,0.037109375,0.1026335685483871,-0.0655241935483871,0.0016766206387409143,0.00014320958045221146,1.8170572096301665e-05,6.897218765751009e-05,7.36385263422484e-05,11.28151273727417
H,1.2566370614359172,2.44921875,2.357784148185484,0.09143460181451601,0.006116564850228562,2.443359375,2.392247353830645,0.05111202116935498,0.005781843001220177,0.021484375,0.04999369959677419,-0.028509324596774188,0.0009239636741986813,9.681178677466608e-05,1.5520793135448168e-05,1.0944181872952368e-05,7.211931290165073e-05,11.813583850860596
H,1.361356816555577,2.48486328125,2.367612777217742,0.11725050403225801,0.007300702397844087,2.47119140625,2.385017641129032,0.08617376512096797,0.007276472495707136,0.0087890625,0.04947391633064516,-0.04068485383064516,0.000876554566404771,0.00012777441291398898,1.5160857990223872e-05,8.657927154212868e-06,0.00012558455108314432,11.860025882720947
H,1.4660765716752366,2.50048828125,2.3250220514112905,0.17546622983870952,0.008261485062098367,2.4873046875,2.3509009576612905,0.13640372983870952,0.008568871701321873,0.00244140625,0.06481539818548387,-0.062373991935483875,0.0010792371882961933,0.00015288578566684515,8.018555179719004e-06,2.808878498692666e-05,0.00018496103184197538,11.137108564376831
H,1.5707963267948966,2.5048828125,2.4385553175403225,0.06632749495967749,0.006369834374371138,2.4951171875,2.413936491935484,0.08118069556451601,0.006424091973387812,0.0,0.02950163810483871,-0.02950163810483871,0.0007529794624494941,9.543100992838541e-05,6.419356151293682e-06,1.1156964045698923e-05,9.973484982726393e-05,11.466447830200195
H,1.6755160819145563,2.48046875,2.344490297379032,0.13597845262096797,0.007277195282332093,2.49755859375,2.376795614919355,0.12076297883064502,0.006999383617135289,0.00439453125,0.055742817540322585,-0.051348286290322585,0.0013842080521869523,0.00013384972849199848,5.49542006625924e-06,5.390156981765583e-05,0.00010925928751627604,13.653979301452637
H,1.780235837034216,2.4833984375,2.2718939012096775,0.2115045362903225,0.0064917469704279425,2.47265625,2.2588048135080645,0.2138514364919355,0.006906142002862718,0.0087890625,0.09386025705645161,-0.08507119455645161,0.0016517393571374446,8.990277526199175e-05,6.79164804438109e-05,1.6659049577610464e-05,0.00012432529080298643,11.424050569534302
H,1.8849555921538759,2.43408203125,2.367864793346774,0.06621723790322598,0.00746860142194954,2.42431640625,2.39421622983871,0.030100176411290036,0.007735647036931342,0.0283203125,0.047583795362903226,-0.019263482862903226,0.0010588926838367419,0.0001252681978287235,2.6271163776356686e-05,8.487701416015625e-06,0.0001504416106849589,11.4716796875
