strategy,γ,EA_sim,EA_real,ΔEA,Err_EA_real,EB_sim,EB_real,ΔEB,Err_EB_real,Mis_sim,Mis_real,ΔMis,Err_Mis_real,Var_P00,Var_P01,Var_P10,Var_P11,Time_real_s
H,0.0,1.28955078125,1.2373046875,0.05224609375,0.005575397060692704,1.25927734375,1.278840095766129,-0.019562752016129004,0.0060477102577759095,0.490234375,0.49677104334677424,-0.006536668346774244,0.0025345585895880547,6.365314606697328e-05,9.140147957750546e-05,0.00010774212498818675,9.768957732826151e-05,12.810133695602417
H,0.10471975511965977,1.3798828125,1.378024193548387,0.0018586189516129892,0.005980991896481489,1.37158203125,1.3763545866935483,-0.004772555443548265,0.006296146390406427,0.44970703125,0.4491242439516129,0.0005827872983871218,0.002493207624391516,7.792185711604292e-05,0.00011115381794591105,8.154479406213247e-05,0.0001019108679986769,10.897431373596191
H,0.20943951023931953,1.55859375,1.4250567036290323,0.13353704637096775,0.0065956764028835616,1.53955078125,1.3966576360887095,0.14289314516129048,0.0059264019926033775,0.38037109375,0.4356571320564516,-0.055286038306451624,0.001979215124713844,0.00011972560677477114,7.137226802046583e-05,5.0063799786311334e-05,6.776522564631636e-05,16.244053840637207
H,0.3141592653589793,1.59326171875,1.578581779233871,0.014679939516129004,0.005981372121884169,1.60986328125,1.5936712449596775,0.01619203629032251,0.00603322963535823,0.359375,0.36554939516129037,-0.006174395161290369,0.0018720963765213765,8.412535472582745e-05,5.742247386645245e-05,5.122461626606603e-05,8.798824843539987e-05,13.535546064376831
H,0.41887902047863906,1.71435546875,1.6995495211693548,0.01480594758064524,0.007196312501922416,1.7353515625,1.714481476814516,0.020870085685483986,0.008304185798214575,0.31005859375,0.3171938004032258,-0.007135206653225812,0.002280000356165594,9.073185664351271e-05,6.777394202447709e-05,9.337650832309519e-05,0.00019720190314836397,24.075592756271362
H,0.5235987755982988,1.85888671875,1.7170488911290323,0.14183782762096775,0.0094260091358191,1.85693359375,1.7638451360887095,0.09308845766129048,0.009402717707328262,0.2568359375,0.3038211945564516,-0.046985257056451624,0.002818922963166233,0.00021270885262438048,6.455093301752562e-05,0.00018178519382271716,0.00020998985536636842,13.153444290161133
H,0.6283185307179586,1.99169921875,1.5539629536290323,0.43773626512096775,0.008398359118773905,1.98046875,1.6377425655241935,0.3427261844758065,0.007761091389060022,0.20556640625,0.3616588961693548,-0.15609248991935482,0.0019664719866314445,0.00018783794936313425,4.085776626422841e-05,7.901960803616436e-05,0.00012399099206411706,26.676971435546875
H,0.7330382858376183,2.080078125,2.0028824344758065,0.0771956905241935,0.006878990175230779,2.09716796875,1.9619613155241935,0.1352066532258065,0.007166108605830931,0.16455078125,0.20703125,-0.04248046875,0.0019765935773534762,0.0001051482333931872,7.463988437447498e-05,4.647470289661039e-05,0.00013015039505497101,16.323792695999146
H,0.8377580409572781,2.16455078125,2.120983492943548,0.04356728830645196,0.007017057887982418,2.19580078125,2.099026587701613,0.09677419354838701,0.006517327352693385,0.1279296875,0.15599798387096775,-0.02806829637096775,0.001798546267028108,0.00013031908260878697,5.389798072076614e-05,4.637984819309686e-05,8.838510000577536e-05,29.29343318939209
H,0.9424777960769379,2.26416015625,2.2090316280241935,0.055128528225806495,0.007376898489501589,2.26708984375,2.2262159778225805,0.040873865927419484,0.007133611670902853,0.09375,0.11295047883064516,-0.019200478830645157,0.0011916759273801498,0.0001365020710934875,2.1703781620148686e-05,2.2319055372668847e-05,0.00011461473280383699,15.602192401885986
