strategy,γ,EA_sim,EA_real,ΔEA,Err_EA_real,EB_sim,EB_real,ΔEB,Err_EB_real,Mis_sim,Mis_real,ΔMis,Err_Mis_real,Var_P00,Var_P01,Var_P10,Var_P11,Time_real_s
R(pi/4),0.0,2.21240234375,2.1274256552419355,0.0849766885080645,0.005475453075294878,1.5107421875,1.4702620967741935,0.040480090725806495,0.0041851626878004105,0.25537109375,0.2804624495967742,-0.025091355846774188,0.0021354401711887352,9.527155148085731e-05,4.92208747453587e-05,9.214237172116512e-05,1.7988553611181113e-05,11.342618942260742
R(pi/4),0.10471975511965977,2.2060546875,2.280178931451613,-0.07412424395161299,0.011862970130148235,1.52685546875,1.5878748739919355,-0.0610194052419355,0.00841233112692051,0.25341796875,0.2263892389112903,0.027028729838709686,0.0030472400263112636,0.00046905445796187215,0.00020663507523075228,8.122074988580522e-05,3.5285436978904164e-05,11.540122270584106
R(pi/4),0.20943951023931953,2.4033203125,2.2775170110887095,0.12580330141129048,0.005863624537522738,1.6982421875,1.6080204133064515,0.09022177419354849,0.004575294158989914,0.1796875,0.22289251512096775,-0.04320501512096775,0.0020369896408264703,0.00010764419391591063,5.5146986438382065e-05,7.348214426348286e-05,2.4261782246251254e-05,11.280760765075684
R(pi/4),0.3141592653589793,2.41943359375,2.313854586693548,0.10557900705645196,0.01852684383890655,1.74072265625,1.7110792590725805,0.029643397177419484,0.012755785100607953,0.16796875,0.1950132308467742,-0.027044480846774188,0.005478957458387556,0.0011629078977851458,0.000766852594191028,0.00016373562556441112,4.359778537545154e-05,11.3719482421875
R(pi/4),0.41887902047863906,2.47119140625,2.436854208669355,0.03433719758064502,0.005489824755906413,1.818359375,1.7623645413306452,0.05599483366935476,0.0045340766199631986,0.14208984375,0.16015625,-0.01806640625,0.0022771004523581416,9.014427020985592e-05,0.00011733321733372184,4.3407563240297385e-05,3.074625486968666e-05,11.12047529220581
R(pi/4),0.5235987755982988,2.49365234375,2.2930790070564515,0.2005733366935485,0.007309930674069129,1.88623046875,1.7490234375,0.13720703125,0.006069281253122978,0.1240234375,0.1915795110887097,-0.06755607358870969,0.0022614337612746407,0.0001590877450922484,9.200444785497523e-05,6.653211450064054e-05,5.617449360509073e-05,11.16375470161438
R(pi/4),0.6283185307179586,2.51806640625,2.1294102822580645,0.3886561239919355,0.019626414646903262,1.95458984375,1.8595325100806452,0.09505733366935476,0.01742888864247132,0.10546875,0.20221144153225806,-0.09674269153225806,0.0032737906007145813,0.0010738880403580206,5.879555979082661e-05,0.00027345329202631464,0.0005690220863588395,10.791076183319092
R(pi/4),0.7330382858376183,2.53515625,2.381064138104839,0.15409211189516103,0.009843228259234376,2.01318359375,1.9368384576612905,0.07634513608870952,0.008279432650663054,0.09033203125,0.1364194808467742,-0.04608744959677419,0.001852843507600807,0.00028510760235530067,8.372850315545194e-05,2.2695397817960345e-05,0.00010939874956684728,10.770575523376465
R(pi/4),0.8377580409572781,2.564453125,2.493006552419355,0.07144657258064502,0.007365662703390881,2.09619140625,2.052498109879032,0.04369329637096797,0.007572816477469121,0.06787109375,0.09089906754032258,-0.02302797379032258,0.0018760678288077363,0.00012346903483072917,6.538770532095303e-05,4.3720840125955554e-05,0.0001426553213468162,11.054353713989258
R(pi/4),0.9424777960769379,2.58935546875,2.52702872983871,0.062326738911290036,0.009498935731426055,2.1689453125,2.0971522177419355,0.0717930947580645,0.008003819638122286,0.04833984375,0.07516381048387097,-0.02682396673387097,0.0025191996390636507,0.0002650850562639134,0.00016077154426164526,3.596582720356603e-05,0.00010283941863685524,10.927063941955566
R(pi/4),1.0471975511965976,2.58642578125,2.5336441532258065,0.052781628024193505,0.007723614050918735,2.2548828125,2.1897681451612905,0.06511466733870952,0.00814618219901777,0.03173828125,0.05531754032258064,-0.02357925907258064,0.001641060534583643,0.00012945923753964,4.4194600915396094e-05,3.9290869107810396e-05,0.00017103687409431706,12.324745178222656
R(pi/4),1.1519173063162573,2.61181640625,2.4715694304435485,0.1402469758064515,0.00769952603284272,2.2880859375,2.220577116935484,0.06750882056451601,0.007328919961540719,0.02001953125,0.06157069052419355,-0.04155115927419355,0.0017369727216177654,0.00015199158781318252,4.393823685184602e-05,4.9591064453125e-05,0.00011745986118111558,11.992125511169434
R(pi/4),1.2566370614359172,2.55078125,2.511498235887097,0.039283014112903025,0.011830677118686099,2.3759765625,2.27751701108871,0.09845955141129004,0.009540131299288957,0.0146484375,0.04219695060483871,-0.02754851310483871,0.0024933900491618155,0.00042714559903708836,0.00010882757043325771,8.389924162177627e-05,0.0001236505405877226,11.559221744537354
R(pi/4),1.361356816555577,2.56884765625,2.419827368951613,0.149020287298387,0.006886215110491538,2.3994140625,2.323194934475806,0.07621912802419395,0.007362708151746066,0.00634765625,0.051395539314516125,-0.045047883064516125,0.001220528665884965,0.00010012606138824132,2.2709241477392053e-05,2.3471155474262855e-05,0.0001422210406231624,10.709765195846558
R(pi/4),1.4660765716752366,2.51513671875,2.3961378528225805,0.11899886592741948,0.01541392071838572,2.47509765625,2.3155399445564515,0.1595577116935485,0.012529069705119461,0.001953125,0.05766444052419355,-0.05571131552419355,0.002901034673406477,0.0007203399494130125,4.5677410658969676e-05,0.00021521865680653555,0.00022054949114399568,11.145465850830078
R(pi/4),1.5707963267948966,2.48193359375,2.412928427419355,0.06900516633064502,0.007978903711726644,2.51806640625,2.435704385080645,0.08236202116935498,0.007773023802684311,0.0,0.0302734375,-0.0302734375,0.0018599310724622567,0.00015799819782216063,2.8132879605857275e-05,7.910677181777133e-05,0.00013789156431792885,10.546728134155273
R(pi/4),1.6755160819145563,2.47119140625,2.318107358870968,0.15308404737903203,0.006931756008118282,2.52392578125,2.405068674395161,0.11885710685483897,0.007869416540098722,0.0009765625,0.05536479334677419,-0.05438823084677419,0.001362852123390039,8.810309953587033e-05,1.1119022164293512e-05,4.6459321052797375e-05,0.00017414964655394194,11.31821060180664
R(pi/4),1.780235837034216,2.40234375,2.2557176159274195,0.14662613407258052,0.011279914822842234,2.56591796875,2.304120463709677,0.26179750504032295,0.013353211302002045,0.00634765625,0.08803238407258064,-0.08168472782258064,0.0020563200929276083,0.00020598083414057243,0.00010988225219070272,2.1199769871209258e-05,0.0005226258308656754,11.3651282787323
R(pi/4),1.8849555921538759,2.369140625,2.293236517137097,0.07590410786290303,0.007161874421923097,2.57470703125,2.492707283266129,0.081999747983871,0.007223787345362558,0.01123046875,0.04281123991935484,-0.03158077116935484,0.0010267353938259263,0.0001206136518909085,1.3867757653677335e-05,1.881199498330393e-05,0.00012613573381977698,11.12041187286377
