strategy,γ,EA_sim,EA_real,ΔEA,Err_EA_real,EB_sim,EB_real,ΔEB,Err_EB_real,Mis_sim,Mis_real,ΔMis,Err_Mis_real,Var_P00,Var_P01,Var_P10,Var_P11,Time_real_s
I,0.0,3.0,2.8406155493951615,0.15938445060483852,0.003912953246434621,2.0,1.8950037802419355,0.1049962197580645,0.0026276156264370943,0.0,0.05287613407258064,-0.05287613407258064,0.0013355145893603456,5.2548993018365675e-05,3.810082712481099e-06,5.1481493057743204e-05,4.2658980174731184e-07,12.914310693740845
I,0.10471975511965977,2.9970703125,2.952274445564516,0.044795866935483986,0.002300668248975006,2.0029296875,1.9820438508064515,0.020885836693548487,0.001948011932078216,0.0,0.013136340725806451,-0.013136340725806451,0.0004936879542378966,1.5480287613407253e-05,5.600529332314769e-06,1.9550323486328123e-06,6.190679406607023e-06,12.841444730758667
I,0.20943951023931953,2.9912109375,2.919307585685484,0.07190335181451601,0.0026441747254747463,2.0087890625,1.9774445564516128,0.03134450604838723,0.0023971806174652903,0.0,0.020649571572580648,-0.020649571572580648,0.0006182613432535241,1.9047849921769986e-05,8.96094947732905e-06,2.8887102680821575e-06,1.132770251202327e-05,11.86667799949646
I,0.3141592653589793,2.9775390625,2.8441122731854835,0.13342678931451646,0.01912747364396774,2.0224609375,1.9638041834677418,0.05865675403225823,0.012958292207360422,0.0,0.038416708669354836,-0.038416708669354836,0.006202130183981176,0.0012500501448108304,0.001185472549930695,6.98643345986643e-06,2.2804096180905583e-05,11.961031675338745
I,0.41887902047863906,2.95458984375,2.894877772177419,0.05971207157258096,0.0031387165680393926,2.04541015625,2.0036857358870965,0.04172442036290347,0.0028163283989682455,0.0,0.020287298387096774,-0.020287298387096774,0.0006207442769162295,2.715459433935022e-05,7.0536008445165484e-06,4.8914263325352805e-06,1.5251610868720598e-05,12.148616790771484
I,0.5235987755982988,2.935546875,2.8051442792338706,0.13040259576612945,0.005111548756796584,2.064453125,2.020413306451613,0.04403981854838701,0.00482200933163054,0.0,0.034888482862903226,-0.034888482862903226,0.0009713916252733925,6.779188750892555e-05,5.767678701749413e-06,2.3483973677440353e-05,4.995971597651e-05,11.742518901824951
I,0.6283185307179586,2.90576171875,2.3661006804435485,0.5396610383064515,0.00725713174675867,2.09423828125,1.9202998991935483,0.17393838205645173,0.006381576851347196,0.0,0.14271988407258066,-0.14271988407258066,0.0017593342505670987,0.000148368650867093,6.544461814306115e-06,8.940850534746721e-05,7.433173477008778e-05,11.189249753952026
I,0.7330382858376183,2.87158203125,2.679971018145161,0.19161101310483897,0.006763769705640086,2.12841796875,2.0096553679435485,0.11876260080645151,0.006548739299903496,0.0,0.06207472278225806,-0.06207472278225806,0.001590097874749788,0.00011455371815671202,7.163837391843077e-05,6.742374871366767e-06,9.680563403714088e-05,11.52353835105896
I,0.8377580409572781,2.83935546875,2.762774067540322,0.07658140120967794,0.006284435094832558,2.16064453125,2.136655745967742,0.023988785282258007,0.005862133599796778,0.0,0.020114037298387094,-0.020114037298387094,0.0005917294077180735,0.00010396383141958585,6.67469475858955e-06,4.1797596921202966e-06,7.216084387994585e-05,11.10083293914795
I,0.9424777960769379,2.78662109375,2.7213016633064515,0.06531943044354849,0.004826522848376615,2.21337890625,2.140010710685484,0.07336819556451601,0.0048332775209974504,0.0,0.027737525201612902,-0.027737525201612902,0.0007144084976298056,5.542591053952454e-05,7.413535989740845e-06,8.408228556315104e-06,5.5830453031806526e-05,11.357701778411865
I,1.0471975511965976,2.7666015625,2.678017893145161,0.08858366935483897,0.006298570592000683,2.2333984375,2.213221396169355,0.020177041330645018,0.006188802044279098,0.0,0.021752142137096774,-0.021752142137096774,0.0006673175017897915,9.721735472320228e-05,8.531283306819136e-06,5.273408787224882e-06,8.871888601651753e-05,11.26789116859436
I,1.1519173063162573,2.69482421875,2.599892893145161,0.09493132560483897,0.00608790623172567,2.30517578125,2.1761277721774195,0.12904800907258052,0.005397638582931975,0.0,0.044795866935483875,-0.044795866935483875,0.0013583421934153196,0.00010350442701770416,8.803541942309307e-06,4.8394357004473284e-05,5.435020692886845e-05,10.824781894683838
I,1.2566370614359172,2.66552734375,2.565366683467742,0.10016066028225801,0.008779033152287946,2.33447265625,2.2619235131048385,0.07254914314516148,0.007830048804024315,0.0,0.034541960685483875,-0.034541960685483875,0.00127522869438842,0.00021385428726032214,4.5799952681346605e-05,4.6125022313928094e-06,0.00011613138260379914,15.204196214675903
